url,name,header,ciudad,precio_por_noche,rating,review,valor_ciudad,Anfitrion particular,Anfitrion profesional
/rooms/881124171627424458?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-10-24&check_out=2024-10-29&source_impression_id=p3_1704999438_5jjSBO8Fxie%2F4yRa&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Vivienda en Barcelona,Acogedor apartamento en el corazón de Gracia,barcelona,119,4.75,24,2,1,0
/rooms/38306095?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999438_nKdciBdzjEhfqtvq&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,VALLS 8 -Antique y Modernista Apt-,barcelona,93,4.81,154,2,0,1
/rooms/4400390?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-27&check_out=2024-07-02&source_impression_id=p3_1704999438_yu8FDIZ%2BqVHc6B7o&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Apto. céntrico ideal para parejas,barcelona,78,4.6,435,2,0,1
/rooms/3757269?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1704999438_QRPRfRewr%2FGPvca2&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en barcelona,3BR/3BA Painted in White Apartment,barcelona,121,4.76,244,2,0,1
/rooms/17969324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999438_asayU7knwmxnrJg%2B&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Sweet Inn | Luminoso 2BR con gran terraza,barcelona,153,4.49,152,2,0,1
/rooms/3501634?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999438_oq7p6o0aW%2F4BF%2B2D&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Loft en Barcelona,"PRECIOSO LOFT- ÁTICO YTERRAZA, GRACIA",barcelona,116,4.94,336,2,1,0
/rooms/794722300794078643?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1704999439_CHgrtkplcH47toh5&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Vivienda en Caldes de Montbui,Cabaña dormitorio.,barcelona,44,4.9,21,2,1,0
/rooms/6709228?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999439_5of2UMh4pwpQyfhT&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Bonito apartamento muy bien comunicado,barcelona,128,4.87,368,2,1,0
/rooms/938352443276934979?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1704999439_4swlapRviUJCPNzg&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Bellvei,La Posada,barcelona,46,4.64,36,2,1,0
/rooms/3559666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-07-29&check_out=2024-08-05&source_impression_id=p3_1704999439_CdayRgxZc62aZQ7m&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Porta Santa Madrona-HUTB-009306,barcelona,172,4.86,352,2,1,0
/rooms/13442909?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-09&check_out=2024-02-14&source_impression_id=p3_1704999439_RuoVzrVR3vWBrfL1&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Suite con entrada independiente en Barcelona,Gran Suite con baño privado.,barcelona,99,4.92,229,2,1,0
/rooms/7954069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-13&check_out=2024-02-18&source_impression_id=p3_1704999439_%2BW5AMbDARhgnB0gr&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Ático muy tranquilo y economico en pleno centro,barcelona,100,4.63,396,2,1,0
/rooms/4208435?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999439_uWWZxvBEFQBMRRMu&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,"Playa familiar, barrio tranquilo, totalmente equipado.",barcelona,101,4.72,260,2,1,0
/rooms/53235826?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999439_BPeGDeEgTisKCq0o&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Vivienda vacacional en Barcelona,¡nuevo! ¡Apartamento dúplex con servicios cerca de las Ramblas!,barcelona,158,4.89,176,2,0,1
/rooms/838471636572390668?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999439_c4hhzVo2A67wDLs2&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Bonito estudio en la Barceloneta Beach La Barceloneta,barcelona,122,4.78,18,2,1,0
/rooms/1529855?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-08-21&check_out=2024-08-26&source_impression_id=p3_1704999439_IM2g0MU9luZ%2B5oJQ&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Cozy apt next to Sagrada Familia,barcelona,126,4.77,535,2,1,0
/rooms/919247857783079220?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-05&check_out=2024-02-10&source_impression_id=p3_1704999439_mA%2BmA5%2FqqSe4%2BebI&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Departamento luminoso cerca de Glories,barcelona,100,4.44,16,2,0,1
/rooms/35397251?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999439_1bsp8tAxo%2BGEw7Cv&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Picasso barrio,barcelona,128,4.76,41,2,1,0
/rooms/53661593?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999439_eP3BKX5SCPMYNW4X&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Apartamento,barcelona,106,4.91,35,2,1,0
/rooms/2469678?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-11-16&check_out=2024-11-21&source_impression_id=p3_1704999439_JBHHt0Tw989M5vJ9&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Apartamento acogedor Diagonal-Sagrada Familia,barcelona,115,4.85,773,2,1,0
/rooms/719440411250596953?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999439_cFjDDWSMxPIq2a4m&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Apartamento céntrico con terraza. CAL BECO,barcelona,108,4.91,92,2,1,0
/rooms/33703229?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-24&check_out=2024-01-29&source_impression_id=p3_1704999440_C3wjj0KcgCybWscy&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,Apartamento de lujo Sagrada Familia y vista al mar★★★★★,barcelona,470,4.97,141,2,0,1
/rooms/908551756654467292?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-02&check_out=2024-02-07&source_impression_id=p3_1704999440_BK%2BDyWzhN94B2HQr&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,Piso familiar en Sarrià/Diagonal,barcelona,125,4.5,18,2,0,1
/rooms/48035923?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999440_xbMLGbvwrUZvMuEh&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Hotel en Barcelona,Habitación doble Hotel Arenas Atiram,barcelona,78,4.73,124,2,0,1
/rooms/871899?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-19&source_impression_id=p3_1704999440_%2BkHCVIZaoHLhE701&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,"Ático, Gracia! Terraza y vistas al mar!",barcelona,128,4.79,130,2,0,1
/rooms/1756975?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999440_9am14v70Ev1nquA4&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,ELEGANTE Y BARATO ;),barcelona,96,4.95,242,2,0,1
/rooms/1025298108550252531?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-01&check_out=2024-02-06&source_impression_id=p3_1704999440_fSyHHu0mFCo97sS7&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en L'Hospitalet de Llobregat,PC- 1 Direct with Airport&Center,barcelona,479,4.4,5,2,0,1
/rooms/1020847385515721355?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-02&check_out=2024-02-07&source_impression_id=p3_1704999440_CsedSwy6oNa3o2P7&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,Maravilloso apartamento junto a la Sagrada Familia III,barcelona,118,4.6,5,2,0,1
/rooms/45558244?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1704999440_0I5O4J6PIZsFXBbC&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,Luminoso apartamento 2be Valencia C,barcelona,113,4.64,116,2,0,1
/rooms/1023072061191147208?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-31&check_out=2024-02-05&source_impression_id=p3_1704999440_2v9OG7dZMi1q4AQl&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,H1 1/2 Apart / Passeig de Gracia,barcelona,582,4.67,6,2,0,1
/rooms/4116665?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999440_6qgNH%2FQdw3Km%2FSw0&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Loft en Barcelona,LOFT de diseño en el corazón de BCN.,barcelona,212,4.74,272,2,0,1
/rooms/3773985?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-23&check_out=2024-01-28&source_impression_id=p3_1704999440_OswF5D1IyuJTAnEZ&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Vivienda en Barcelona,Apto. para 4 con aire acondicionado (G),barcelona,155,4.72,116,2,0,1
/rooms/32330651?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999440_2qnWCdbyT4OB6cCo&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Barcelona,Modern & Stylish Apartment / Plaza España,barcelona,90,4.79,196,2,0,1
/rooms/25069976?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999440_sk61YPnN5PJH2mOx&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Apartamento en Hospitalet de Llobregat,Olala Urban Chill Apartment de 2 dormitorios con balcón,barcelona,93,4.53,188,2,0,1
/rooms/1867951?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999440_veDTjY9%2BmtVrfoe6&previous_page_section_name=1000&federated_search_id=956fa906-19d2-422c-ad9f-510d4b80fc9b,Loft en Barcelona,VISTA A LA SAGRADA FAMILIA STUDIO-LOFT,barcelona,214,4.81,507,2,1,0
/rooms/32330651?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999441_UsQ%2BONWLWf6Rf%2BPE&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Modern & Stylish Apartment / Plaza España,barcelona,90,4.79,196,2,0,1
/rooms/25069976?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999441_%2FZ917ItwKQFUcHeT&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Hospitalet de Llobregat,Olala Urban Chill Apartment de 2 dormitorios con balcón,barcelona,93,4.53,188,2,0,1
/rooms/1867951?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999441_mQmoRerWJTTBL85Q&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Loft en Barcelona,VISTA A LA SAGRADA FAMILIA STUDIO-LOFT,barcelona,214,4.81,507,2,1,0
/rooms/10961519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999441_YZRJoTxIRW7YgLvs&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Luminoso apartamento en el Eixample,barcelona,129,4.53,402,2,0,1
/rooms/853301099511752579?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999441_q4%2FknWd%2FTNvGgNKn&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Ático auténtico con terraza,barcelona,124,4.88,42,2,0,1
/rooms/751850947409864788?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999441_YJYu1xkLunachqer&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Loft Barcelona Centro,barcelona,101,4.72,29,2,1,0
/rooms/1293412?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1704999441_PFuGJkHVK8aPx54j&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Loft en Barcelona,"Loft a 5m. de la playa, con parking.",barcelona,203,4.92,305,2,1,0
/rooms/3388218?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-23&check_out=2024-01-28&source_impression_id=p3_1704999441_WycVbGdvT91zPYxD&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,"Genuino, luminoso. Apto para familias. Centro. Ascensor.",barcelona,115,4.83,290,2,1,0
/rooms/3082152?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-08-28&check_out=2024-09-02&source_impression_id=p3_1704999441_opbYz2%2Fd6p5rSH%2BZ&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Inolvidable ático con terraza,barcelona,125,4.82,571,2,1,0
/rooms/3855575?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1704999441_tvhvfO4eeH4AJ6ZG&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,PRECIOSO ÁTICO EN EL CENTRO DE BCN CON GRANDES TERRAZAS,barcelona,199,4.91,471,2,0,1
/rooms/51356667?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-07&check_out=2024-09-12&source_impression_id=p3_1704999441_DJKmaEk8BCEl11XL&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Beautiful apartment sagrada familia/parque güell,barcelona,128,4.42,149,2,1,0
/rooms/5256656?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999442_XJJm19iBAFQh47O5&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,"Doble Espacio, Doble de Especial |Cerca Pl. España",barcelona,119,4.57,281,2,0,1
/rooms/37707137?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999442_1sk%2FV1DtemqKqunR&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Apartamento en Barcelona,Casilda 's Coral Beach Boutique,barcelona,177,4.92,142,2,0,1
/rooms/8044639?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-19&source_impression_id=p3_1704999442_kSjqIB5O7rrGTKkU&previous_page_section_name=1000&federated_search_id=2b3ade37-145a-460e-ab16-73c1a182e8e3,Loft en Barcelona,Bed-Lamp Departamento,barcelona,107,4.9,99,2,1,0
/rooms/996060636422864011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-07&check_out=2024-02-12&source_impression_id=p3_1704999443_EjBFloUCJ%2FiTyIk9&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Céntrico y Moderno Apartamento III,barcelona,141,4.64,11,2,0,1
/rooms/659469?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1704999443_Hq7jRXzHNJXs%2FC7d&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apto. residencial en Barcelona,TANGER JAZZ POBLENOU BEACH & POOL,barcelona,144,4.66,120,2,0,1
/rooms/20966731?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999443_Ey03klK%2Bv5r5BsmW&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,❤️️¡CÓMODO y CÉNTRICO a❤️️ 8 minutos de LAS RAMBLAS !,barcelona,113,4.86,348,2,1,0
/rooms/801909472414507212?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999443_NYqZr3X8WZk%2FFaHx&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Ola Living Aribau C P1,barcelona,126,4.44,121,2,0,1
/rooms/26387235?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999443_87DsRJd9fddUEg%2Ff&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Apartamentos 4 de City&Beach en el centro de la ciudad,barcelona,131,4.71,180,2,0,1
/rooms/24631041?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999443_JsnLHEJuNg1%2BLrkI&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Apartamento de lujo c/ piscina y pantalla gigante!,barcelona,175,4.92,151,2,1,0
/rooms/1554416?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1704999443_o07AOnvQznlwsIoB&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Apartamento con vistas al puerto,barcelona,138,4.46,197,2,1,0
/rooms/25124052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999443_XuKSnh2Rhi6Hsc9P&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,"Luminoso e ideal para 2 o 3,  Rambla de Cataluña",barcelona,113,4.74,203,2,0,1
/rooms/1109989?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999443_Z3qkEYHoIbSC0YMs&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Piso moderno. Parking. Edif. nuevo.,barcelona,140,4.82,530,2,1,0
/rooms/937642857795458726?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999443_DuVL24hOlTTIK7AO&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apartamento en Barcelona,Elegante y acogedor con aire acondicionado y balcón pequeño,barcelona,104,4.71,7,2,0,1
/rooms/1202829?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-27&check_out=2024-10-02&source_impression_id=p3_1704999443_kGMs3Zeb1Dz67REC&previous_page_section_name=1000&federated_search_id=cd280e7b-c56b-48fb-b976-da46bee992da,Apto. residencial en Barcelona,Apartamento moderno en Poblenou,barcelona,130,4.89,464,2,1,0
/rooms/666515186487242337?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-05-09&check_out=2024-05-14&source_impression_id=p3_1704999444_QbTzTtQhh16KD4hP&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Ático espacioso y céntrico de 2 camas y 2 baños,barcelona,512,4.97,72,2,1,0
/rooms/996060636422864011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-07&check_out=2024-02-12&source_impression_id=p3_1704999444_29zyVnjpVM4WENY8&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Céntrico y Moderno Apartamento III,barcelona,141,4.64,11,2,0,1
/rooms/659469?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1704999444_K%2BbuFtD1bU%2Fv2ASg&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apto. residencial en Barcelona,TANGER JAZZ POBLENOU BEACH & POOL,barcelona,144,4.66,120,2,0,1
/rooms/17039212?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1704999444_cwXTchTCjX6ufxAm&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,H52MPS21 Acogedor apartamento con balcon,barcelona,104,4.65,142,2,0,1
/rooms/20966731?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999444_3TYMVLqi7ZbiWIR9&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,❤️️¡CÓMODO y CÉNTRICO a❤️️ 8 minutos de LAS RAMBLAS !,barcelona,113,4.86,348,2,1,0
/rooms/26387235?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999444_RqMtFXzk7Bq%2FiUDs&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Apartamentos 4 de City&Beach en el centro de la ciudad,barcelona,131,4.71,180,2,0,1
/rooms/49206922?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999444_MOobgglwL8aFTmnW&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Apartamento acogedor en Sagrada Familia,barcelona,107,4.83,173,2,0,1
/rooms/1554416?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1704999444_oGk0QkW%2BVCSd%2FiOw&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Apartamento con vistas al puerto,barcelona,138,4.46,197,2,1,0
/rooms/25124052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999444_vOfR9zvmmmKZS3Dv&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,"Luminoso e ideal para 2 o 3,  Rambla de Cataluña",barcelona,113,4.74,203,2,0,1
/rooms/4904743?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1704999444_qG8B2uutCSjqkB1M&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,WIFI&PRIVATE TERRACE! BARÇA STADIUM,barcelona,139,4.83,318,2,1,0
/rooms/1109989?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999444_o2q75g%2BRxk7PkRrh&previous_page_section_name=1000&federated_search_id=f644a2d3-311f-4686-97a9-fa2ce7864c90,Apartamento en Barcelona,Piso moderno. Parking. Edif. nuevo.,barcelona,140,4.82,530,2,1,0
