nombre,precio_por_noche,review,rating,ciudad,Precio_casa,numero_noches
Piso reformado excelente ubicacion,90,1,100,valencia,196697,45
Nice Room in a Penthouse,100,1,80,barcelona,197152,100
Habitación en Madrid! <<Wifi>>Perfecto para 2!!!,31,33,95,madrid,152465,90
HABITACIÓN EN BARRIO DE SALAMANCA,40,11,80,madrid,152465,90
Madrid Central flat - Reina Sofía,65,46,91,madrid,152465,90
Can Gran Via,35,1,100,barcelona,197152,100
"Flat bonito, nuevo y tranquilo CENTRO",42,11,91,valencia,196697,45
Lujosa  Habitacion De Matrimonio Con WiFi,32,32,81,barcelona,197152,100
Spacious n´bright room in Madrid Center,50,6,90,madrid,152465,90
Bienvenidos/as a vuestro hogar,18,20,80,madrid,152465,90
NEW LUXURIOUS APARTMENT  -  VINE A CASA  2,71,6,100,barcelona,197152,100
Primera línea de playa. Ideal Familias! WIFI!,74,7,91,valencia,196697,45
2BDR duplex for 9px in Hortaleza near metro,90,16,88,madrid,152465,90
MADRID CENTRO/MUSEOS - RETIRO. JUNTO METRO Y AVE.,65,10,84,madrid,152465,90
"Charming, comfy & central dbl room",32,6,100,barcelona,197152,100
"Relax in a Chic, Modern Apartment near Park Güell",155,67,97,barcelona,197152,100
big  room &Private toilet in plaza mayor,49,2,100,madrid,152465,90
"Double Bedroom / Private bathroom, Sagrada Familia",59,64,95,barcelona,197152,100
Apartamento en Calle Montera,169,1,80,madrid,152465,90
Raval's Virreina,55,89,96,barcelona,197152,100
"nice,sunny room directly in the heart of Barcelona",28,10,86,barcelona,197152,100
Estudio en Plaza Santo Domingo,55,59,93,madrid,152465,90
Apartamento cerca de Ifema,60,21,96,madrid,152465,90
Hab. Privada con 2 camas singles en Gran Vía,25,28,96,madrid,152465,90
"5 STAR CLASSY, MODERN FLAT, GREAT LOCATION, VIEW !",135,2,60,madrid,152465,90
APARTAMENTO MADRID TITANIA 3,51,68,93,madrid,152465,90
functional studio in Lavapies  neighborhood,25,144,84,madrid,152465,90
Chalet-style lovely flat in the Poble Sec,50,76,94,barcelona,197152,100
Habitacion en el Park Guell,37,2,70,barcelona,197152,100
Cozy Room in Barcelona’s heart,33,2,100,barcelona,197152,100
The Blue Room in our Family Luxury Apartment,57,64,97,barcelona,197152,100
Casa en Centro Barcelona 4,58,11,88,barcelona,197152,100
Chic apart. District Salamanca-Retiro-Goya-Alcala,65,27,90,madrid,152465,90
Stable 2 Loft,100,58,93,madrid,152465,90
Stylish city apartment in Rusafa.,71,9,100,valencia,196697,45
"Luminoso, confortable - Junto IFEMA y Aeropuerto",200,11,96,madrid,152465,90
Zona centro atrás de gran via Madrid,37,17,91,madrid,152465,90
Renewed 1BD Ancient Palace- La Latina,90,51,93,madrid,152465,90
Eco-Friendly Apartment BARCELONA for 6,60,133,95,barcelona,197152,100
"327 - AB Central Villarroel - Trendy City Centre Apartment with a Balcony, 15 Minutes from Plaça de Catalunya",350,15,83,barcelona,197152,100
Estudio en el corazón de Valencia,35,6,96,valencia,196697,45
R1- Single room next to the council,15,85,92,valencia,196697,45
"D4 Single room, Wifi, comfortable. ONLY GIRLS",16,1,100,valencia,196697,45
Gran habitación privada en Retiro,26,31,99,madrid,152465,90
Cómoda habitación,18,52,83,madrid,152465,90
Matrimonio Gay comparte cómoda habitación,35,18,96,barcelona,197152,100
Room in the heart of the old town (born area),110,30,88,barcelona,197152,100
Cosy Large Room Malasaña,45,11,94,madrid,152465,90
Penthouse with Roof Pool & Stunning Barcelona View,369,3,93,barcelona,197152,100
Habitación doble privada cerca del Camp Nou,25,2,90,barcelona,197152,100
Habitacion doble MUY CENTRICA 5min rambla exterior,8,8,93,barcelona,197152,100
Balham House / Plaza Mayor,131,13,87,madrid,152465,90
Bright room with a balcony in vibrant Lavapies,35,3,100,madrid,152465,90
En el oasis de la ciudad,65,16,85,valencia,196697,45
Apto.con vistas a la Puerta del Sol,100,225,96,madrid,152465,90
Bonito Alojamiento con terraza - WIFI gratis (F1),47,17,94,valencia,196697,45
APARTAMENT TURISTIC 32 GRAN VIA CENTRO PUERTA SOL,45,117,85,madrid,152465,90
Cozy Double Bedroom,45,53,91,barcelona,197152,100
Letsgo Spacious Eixample Aprtm. + private terrace!,90,3,73,barcelona,197152,100
"Luminoso  Piso en Legazpi, (Matadero )",60,138,91,madrid,152465,90
"Puerta 7 of Denia 68 in Ruzafa, Valencia!",60,19,97,valencia,196697,45
Madrid Centro apartamento con Wifi,29,79,87,madrid,152465,90
"Dover 11, Friendly Rentals",127,79,89,barcelona,197152,100
Cosy Fully Renovated Room - Sagrada Familia,14,28,99,barcelona,197152,100
Apartment 3 RuzafaRooms Valencia,195,15,79,valencia,196697,45
YH9/2-Suissa|Bright & comfy apartment in Barcelona,100,2,80,barcelona,197152,100
COSY BEDROOM IN FRIENDLY HOME/ CHAMBRE CONFORTABLE,21,64,95,barcelona,197152,100
L,90,8,83,madrid,152465,90
Habitación Individual en el centro de Barcelona,15,104,91,barcelona,197152,100
Double room & private toilet near Sagrada Familia,29,14,99,barcelona,197152,100
LARGE SUITE A LOT OF PRIVACY PRIVATE BATHROOM,60,4,90,barcelona,197152,100
Central apartment in Madrid,94,8,75,madrid,152465,90
"ROOM CENTRIC, PERFECT for CITY VISITORS",24,435,98,barcelona,197152,100
Cozy room center of Madrid/Habitación privada,33,25,98,madrid,152465,90
2 BEDROOMS 2 BATHROOMS CENTRE MADRID (SOL),120,15,91,madrid,152465,90
Seafront luxe with terrace and pool II,200,6,97,barcelona,197152,100
HABITACION PRIVADA HERON CITY,20,2,90,barcelona,197152,100
COZY ROOM NEAR SANTS STATION & WIFI,15,51,83,barcelona,197152,100
BEAUTIFUL FLAT-CENTRAL-SUNNY-WIFI PORTATIL,90,86,93,valencia,196697,45
210 Centric Apartment MACBA,339,2,100,barcelona,197152,100
Pretty Room for two in the heart of Barcelona,37,10,82,barcelona,197152,100
"Habitación doble, céntrica y luminosa",40,3,100,madrid,152465,90
3-BEDROOM NEAR GRACIA WITH TERRACE,296,22,94,barcelona,197152,100
Coqueta habitacion privada playa cabañal,23,77,92,valencia,196697,45
Cozy Accommodation Barcelona,63,6,77,barcelona,197152,100
Palacete en el centro de Madrid,80,2,100,madrid,152465,90
Apartamento. Barrio las Letras.,75,75,94,madrid,152465,90
Flats Friends Nave 3 bedrooms for 8,70,7,86,valencia,196697,45
Apartamento situado en principe pío,120,50,90,madrid,152465,90
Habitacion doble en Sagrada Familia,49,6,53,barcelona,197152,100
Cozy room Barcelona Downtown,59,6,100,barcelona,197152,100
Double bedroom/Private bathroom,90,26,97,barcelona,197152,100
Great Room for 4 people over Gran Via street,30,41,94,madrid,152465,90
Piso barrio Eixample Esquerra 95 metros.,45,8,97,barcelona,197152,100
Comte Urgell Barcelona,100,139,87,barcelona,197152,100
Nice individual room and friendly flat,27,8,71,barcelona,197152,100
DOUBLE ROOM. Bright and spacious,45,42,97,barcelona,197152,100
Amazing and bright apartment to enjoy Madrid,100,30,97,madrid,152465,90
Habitación doble en suite excelente ubicación,29,54,93,valencia,196697,45
"Central private room and bathroom, sunny terrace !",60,13,100,barcelona,197152,100
One bedroom with lovely balcony next Plaza España,161,4,80,barcelona,197152,100
"Agradable, funcional y luminoso (Tirso, La Latina)",48,79,92,madrid,152465,90
Beautiful apartment to Enjoy the real Barcelona,160,141,91,barcelona,197152,100
"Well Connected Cozy, Beautiful Room Heart Madrid..",30,3,100,madrid,152465,90
"Great apartment, city centre, cozy",31,39,92,madrid,152465,90
Madrid City Center. Quiet and bright.,100,69,98,madrid,152465,90
"4""COZY ROOM""+¡CAMP NOU!",25,9,95,barcelona,197152,100
Modern Apartment Room Private Bathroom and Balcony,33,13,98,madrid,152465,90
New apartment in trendy Malasaña area,60,49,100,madrid,152465,90
APARSOL  ÁTICO 203,73,45,90,madrid,152465,90
Comfortable Room with bath for  1 or 2 people.,26,9,95,madrid,152465,90
Plaça Espanya,40,2,100,barcelona,197152,100
"Elegant Apt in Eixample, near Paseo de Gracia",300,34,83,barcelona,197152,100
ATIC BCN CENTRAL TERRACE,155,2,60,barcelona,197152,100
# Romántic room,33,52,93,barcelona,197152,100
SINGLE ROOM IN A BEAUTIFUL APPARTMENT,25,1,100,barcelona,197152,100
One-Bedroom Apartment - Roisa Suites,500,2,80,madrid,152465,90
FROM MADRID TO HEAVEN!,89,147,97,madrid,152465,90
Barcelona/Poblenou: Sun & Culture,30,90,97,barcelona,197152,100
Cozy apartment Port Vell,74,1,100,barcelona,197152,100
Barcelona Super Central Apartment,82,50,99,barcelona,197152,100
Piso con encanto en Benimaclet,145,2,90,valencia,196697,45
LOW COST ROOM,16,10,98,madrid,152465,90
Double room in Barcelona center,22,109,87,barcelona,197152,100
CUTE SAGRADA FAMILIA HUTB-008002,180,113,90,barcelona,197152,100
Apartamento con encanto,45,4,100,madrid,152465,90
Comfortable room with terrace in Barrio Salamanca,29,5,92,madrid,152465,90
Magnificent apartment in the center of Madrid.,100,18,98,madrid,152465,90
CARRETAS - Unique Penthouse with terrace❤PuertadelSol*LUXURY*,118,14,99,madrid,152465,90
Charming 2BR apt with 2 terraces,85,2,90,barcelona,197152,100
Apartamentos Plaza de la Virgen,60,1,100,valencia,196697,45
HomeRentalsMadrid Centro ATICO 41 WiFi&AC,55,32,94,madrid,152465,90
Lugaris Rambla Apartamento Familiar,77,1,100,barcelona,197152,100
"WIDE, SUNNY AND CENTRALLY SITUATED",95,111,93,barcelona,197152,100
Habitación a 5m de la playa,41,56,95,barcelona,197152,100
Double Room in a Beautiful and Centric Location,48,1,100,barcelona,197152,100
2 dormitorios General Oraá MADHOMERENTS WIFI-AC,115,8,98,madrid,152465,90
2528 - AB Gràcia Park Güell 3-1 - Amazing 2-Bedroom Apartment near Park Güell with Lots of Natural Light,77,11,95,barcelona,197152,100
Beautiful & Luxury Apartment centrally-located,270,2,100,barcelona,197152,100
El hogar de Pedro,26,90,98,madrid,152465,90
Apartment near the Historic PORT!!! withTerrace),65,42,91,valencia,196697,45
V29 1 habitación céntrica y limpia,28,1,80,barcelona,197152,100
Fuencarral City Center,112,8,95,madrid,152465,90
Cozy single/double room quiet zone,21,130,96,barcelona,197152,100
Flats Friends Nave 1 bedroom with balcony for 4,50,3,80,valencia,196697,45
Nice & Smart 2bd Poble Sec Wifi,100,101,94,barcelona,197152,100
BRAND NEW Stylish 2 bedroom Appt. in malasaña,189,58,96,madrid,152465,90
Olavide XV,93,4,90,madrid,152465,90
El Jardín del Ángel Tribulete,165,6,96,madrid,152465,90
Apartamento luminoso y céntrico,42,23,93,madrid,152465,90
Habitación + baño privado + ubicación privilegiada,64,24,90,barcelona,197152,100
Cozy & Bright room in apartment close to the beach,60,21,92,barcelona,197152,100
Habitación doble en Poble Sec,38,1,20,barcelona,197152,100
SOL **Stunning Duplex Attic**,233,36,96,madrid,152465,90
VERY CENTER SANT ANTONI UNIVERSIDAD,39,38,90,barcelona,197152,100
"Bright, stylish, balcony, near the Sagrada Familia",150,1,100,barcelona,197152,100
Barcelona Loft Story.,145,45,95,barcelona,197152,100
"Elegant, modern & functional flat in Madrid",90,7,100,madrid,152465,90
Habitación doble cama con BAÑO PRIVADO,20,10,96,barcelona,197152,100
Single bed. Connected my metro to beach and center,35,23,87,barcelona,197152,100
Bright Apartment next to Sagrada Familia,200,35,94,barcelona,197152,100
SIBS BALMES - Romantic Apartment,184,223,97,barcelona,197152,100
Unique&Exclusive Madrid Double Room,50,7,94,madrid,152465,90
Barcelona Near Center Urgell Apt,146,10,72,barcelona,197152,100
"Habitación en zona tranquila, bien comunicado",25,88,96,madrid,152465,90
"Habitación privada, buena situación",35,1,100,barcelona,197152,100
"APARTAMENTO ,VALENCIA!",35,12,88,valencia,196697,45
Habitación privada en apartamento moderno,15,10,96,valencia,196697,45
Stunning design apartment HUTB 010831,125,128,94,barcelona,197152,100
Cómoda y luminosa casa en Argüelles,100,8,100,madrid,152465,90
Apartamento en Barrio Salamanca .,87,26,92,madrid,152465,90
NEW apartment in old Madrid. WIFI,78,187,97,madrid,152465,90
Guest House H5. Habitacion compartida para 4 pax,60,5,88,barcelona,197152,100
"The Best Location in BCN, Double room and balcony",47,76,85,barcelona,197152,100
Rooftop apartment with terrace,120,14,94,barcelona,197152,100
AB Francesc Macià Spacious - Ref. GI2737,95,2,90,barcelona,197152,100
Cosy room located in Example´s golden square,60,22,100,barcelona,197152,100
Salvador Dali Style in Gracia,100,74,91,barcelona,197152,100
Barcelona Center - 1 person,18,9,84,barcelona,197152,100
Private Double Room with balcony! Best Location!,29,24,97,barcelona,197152,100
¡Preciosa soleada habitación en Vlc! playa-univ...,28,12,98,valencia,196697,45
Cozy rooms near Forum and Barcelona center,25,1,80,barcelona,197152,100
LOVELY APARTMENT IN EIXAMPLE NEIGHBORHOOD,120,4,95,barcelona,197152,100
AMBIENTE FAMILIAR 1*/SRA.ALEXANDRA,25,4,95,valencia,196697,45
Cozy and lightful bedroom near the sea,22,5,100,barcelona,197152,100
Habitación con cama de matrimonio,15,1,100,valencia,196697,45
**Double room w/private bathroom Sagrada Familia**,69,5,92,barcelona,197152,100
HABITARAAS MADRID 1910,100,9,98,madrid,152465,90
Apartment with swimming pool and playground,85,7,97,valencia,196697,45
"Apartment with 2 bedrooms and 2 bathrooms, 500 m from the beach.",44,398,95,valencia,196697,45
Single Room 2,17,80,93,madrid,152465,90
Sunset Malasaña for families by Allô Housing,144,7,91,madrid,152465,90
"Atico Terraza ""La fábula de Sol"" junto a Canalejas",161,4,100,madrid,152465,90
"Top Floor, terrace, centric location, 2 bdrm WIFI",75,2,80,barcelona,197152,100
Chambre double lumineuse au coeur de Chamberi,18,2,100,madrid,152465,90
Spacious apartment in the city center,140,14,91,barcelona,197152,100
Luminoso apartamento con vidrieras originales cerca de La Pedrera,180,40,98,barcelona,197152,100
"Apart. Pasarela. 4 Hab,  Wifi, Ascensor, Parking.",85,20,92,valencia,196697,45
Nice room  city  center,150,2,80,barcelona,197152,100
Preciosa habitación compartida en Centro madrid••,17,11,87,madrid,152465,90
Pretty flat next to the ciutadella,80,2,80,barcelona,197152,100
Room center barcelona,30,4,73,barcelona,197152,100
“Neuchâtel”Loft en Valencia con jardín y barbacoa,59,62,98,valencia,196697,45
Habitación acogedora y céntrica en Conde Duque.,32,61,97,madrid,152465,90
"Quiet & lovely  5"" to the beach",120,315,92,barcelona,197152,100
34. Alió Cine Apartment,299,19,83,barcelona,197152,100
Habitacion en Zona Franca,35,4,95,barcelona,197152,100
CONFORTABLE HABITACIÓN  CERCANA AL CENTRO,20,66,97,valencia,196697,45
LOFT2 next to RUZAFA- COOL DESIGN,29,155,96,valencia,196697,45
LOVELY APARTMENT,79,13,94,barcelona,197152,100
"Room bunk bed,Sagrada Familia 10min | MN",12,36,88,barcelona,197152,100
Art Nouveau Flat-Right Eixample,70,5,92,barcelona,197152,100
Nice room in Gràcia. 15 min. walking from center,42,8,98,barcelona,197152,100
"Bright, Trendy Apartment in Sants",150,52,96,barcelona,197152,100
beautiful room to rest and work,40,21,89,barcelona,197152,100
Centro Colón,57,4,100,madrid,152465,90
Madrid Center Welcome!!!,22,44,97,madrid,152465,90
ROOM  1,30,89,82,barcelona,197152,100
Modern Apt .with terrace in trendy Chamberi,65,39,92,madrid,152465,90
APARTAMENTO MODERNO Y LUMINOSO CERCA CENTRO-WIFI,70,9,93,valencia,196697,45
PRIVATE ROOM. HEART OF MADRID.,37,247,95,madrid,152465,90
Apartamento en Barrio de Salamanca - Wizink center,79,7,91,madrid,152465,90
Apartamento de 1 dormitorio con balcón (3-5 pax),68,15,92,madrid,152465,90
FANTASTIC APARTMENT | IDEAL FAMILY,100,39,94,barcelona,197152,100
Exquisite & Cozy 4Bed/2Bath in Madrid Center,107,21,90,madrid,152465,90
Modern & Cozy Apartment in Rambla Catalunya,77,3,80,barcelona,197152,100
Passeig de Gràcia. Luxury on 6th.,350,8,97,barcelona,197152,100
Apartamento con vistas a la Plaza de Toros,50,30,97,madrid,152465,90
Habitacion doble con desayuno en el corazon de BCN,30,43,92,barcelona,197152,100
APARTAMENTO EN PLAYA CON ZONA SPORT,130,4,80,valencia,196697,45
Gracia Lovely Apartment Planeta,84,41,95,barcelona,197152,100
3 bedrooms apartment near Passeig de Gràcia,190,11,95,barcelona,197152,100
"Upper room, patio home in Gracia",20,36,96,barcelona,197152,100
FLAT VERY CLOSE TO CENTER,70,10,94,valencia,196697,45
"Castellana 190 4 people, 70 sq.m, terrace",59,91,94,madrid,152465,90
Bright room in the heart of Barcelona,59,16,91,barcelona,197152,100
"City Center, quiet, free Wifi",120,26,84,barcelona,197152,100
2 bedroom apartment with terrace,300,1,80,barcelona,197152,100
P Room for 2 persons in shared apartment,33,37,78,barcelona,197152,100
""" SEAVIEW "" ( CCIB), Beach.",55,36,98,barcelona,197152,100
Apto Loft Torres de Serranos,58,118,97,valencia,196697,45
Distinctive Room at the Heart of Poblenou.,49,2,100,barcelona,197152,100
"CENTRO HISTÓRICO: LATINA, PALACIO REAL, RASTRO, WF",31,34,95,madrid,152465,90
Porta Santa Madrona,105,226,97,barcelona,197152,100
Piso luminoso a 5 minutos del Centro de Madrid,65,6,100,madrid,152465,90
The Central Place Terrace,175,17,93,barcelona,197152,100
Big room for 2,19,31,94,barcelona,197152,100
Apartment next to the Turia Gardens,60,20,92,valencia,196697,45
2 bedrooms and terrace near Gaudi Parc,95,1,80,barcelona,197152,100
Med Double Room in El Rastro (La Latina),25,1,100,madrid,152465,90
Apartamento primoroso y encantador en  Barcelona,42,27,95,barcelona,197152,100
Flavio valencia,39,305,91,valencia,196697,45
"Nice, confy close 2 airport & IFEMA",100,2,100,madrid,152465,90
PRECIOSO RASTRO DISEÑO,59,3,93,madrid,152465,90
Tiny Double Room City Center  Breakfast,138,1,100,barcelona,197152,100
Revitalized Urban Apartment with Balconies,69,27,99,madrid,152465,90
Super cozy city center loft,80,3,93,barcelona,197152,100
Beautiful Double Room next to Passeig de Gracia :),60,4,95,barcelona,197152,100
Double room for rent,30,5,75,barcelona,197152,100
Small Bedroom / Center City,38,86,91,barcelona,197152,100
Great&new apartment in Pl Catalunya,110,45,89,barcelona,197152,100
Gracia / Balmes single room,20,6,93,barcelona,197152,100
Habitacion doble amplia,24,3,80,barcelona,197152,100
EIXAMPLE'S PLACE. Centric-Cozy-Typical APARTMENT,50,42,96,barcelona,197152,100
DOUBLE ROOM INDEPENDENT + BALCONY,36,277,90,barcelona,197152,100
Cozy apartment  in the heart of Madrid,55,5,96,madrid,152465,90
Three-Bedroom Apartment,89,15,72,barcelona,197152,100
Bonito apartamento en Borne,105,28,72,barcelona,197152,100
H52MPS32 Cute apartment close to P Gracia,75,64,93,barcelona,197152,100
Traveler's room in SAGRADA FAMILIA,24,226,97,barcelona,197152,100
BARCELONA |CASA BATLLO VIEW| SUNNY APARTMENT ¦,163,163,91,barcelona,197152,100
Welcome to Barcelona,150,8,85,barcelona,197152,100
Barcelona Center Casco Antiguo,45,24,93,barcelona,197152,100
Habitación doble cómoda,25,19,92,madrid,152465,90
habitación simple con ventana,32,24,93,barcelona,197152,100
Lovely relax room ( Centre Barcelona),30,6,85,barcelona,197152,100
La casita de Malasaña,106,1,100,madrid,152465,90
Spacious double  room with private Bathroom,45,116,88,barcelona,197152,100
Estupenda hab. grande y luminosa!,35,179,96,barcelona,197152,100
Loft y terraza para vivir Madrid ideal.,55,4,100,madrid,152465,90
Barcelona near sagrada familia gaudi,30,1,80,barcelona,197152,100
Hogar de Lola,60,3,93,madrid,152465,90
Apartamento 3 dormitorios,70,5,90,madrid,152465,90
Preciosa suite con increibles vistas,150,112,90,barcelona,197152,100
IFEMA - PINAR DEL REY,58,1,100,madrid,152465,90
TOP  in Chueca,160,4,90,madrid,152465,90
BIG LOFT WITH 20M TERRACE IN CENTRE,210,17,88,barcelona,197152,100
Bed&BCN Gracia,110,13,78,barcelona,197152,100
Your Second Home,40,77,96,barcelona,197152,100
Chulísima habitación en el centro!,39,59,100,madrid,152465,90
Double room in Gracia,43,3,87,barcelona,197152,100
"Centro histórico, Palacio Real",68,46,85,madrid,152465,90
BEST MINIAPARTMENT IN MADRID,80,76,98,madrid,152465,90
"Big room, city center",35,29,92,barcelona,197152,100
For 7 in the heart of Gracia,70,67,87,barcelona,197152,100
APARTAMENTO MADRID CENTRO LAVAPIES 3,38,255,91,madrid,152465,90
Nice Duplex Bedroom(4 guests) & Lovely Terrace,67,9,96,barcelona,197152,100
Single room in Les Corts Area near L'illa,23,9,100,barcelona,197152,100
RETIRO CITY PARK: ONE BEDROOM APARTMENT,85,60,81,madrid,152465,90
Attic apartment with terrace 2,69,27,82,valencia,196697,45
Loft de Autor! Rehabilitado en el centro histórico,43,29,97,valencia,196697,45
HABITACIÓN amplia y cómoda en Barrio de Salamanca,30,26,95,madrid,152465,90
Private and spacious room in the center,50,1,100,barcelona,197152,100
Precioso apartamento en muy buena zona de Madrid,65,1,20,madrid,152465,90
Double Room WiFi in Center of BCN - Eixample,35,106,92,barcelona,197152,100
Great location 1870´s charming home,198,285,96,barcelona,197152,100
"Beach & Quiet apartment, 2 Bedroom, Dressing Room",38,5,80,barcelona,197152,100
Luxury Aircon Beach Apt Barcelona . 32 nights plus,135,3,100,barcelona,197152,100
Double room with views,20,2,100,valencia,196697,45
Amazing penthouse in front of Gaudi buidling,220,4,87,barcelona,197152,100
"Central, bright & cosy apartment",50,14,97,madrid,152465,90
"Charming, cozy & big apartment in the center",100,15,96,barcelona,197152,100
RUZAFA I TERR.,50,1,80,valencia,196697,45
Diseño y tranquilidad al lado de Plaza Cataluña,110,409,94,barcelona,197152,100
Bonito apto dúplex Madrid ctro pta del Sol. 2-4pax,68,29,88,madrid,152465,90
Central cozy apartment 3B/ROOM BCN,100,404,98,barcelona,197152,100
charming cozy room,48,35,91,barcelona,197152,100
Poble Sec Oasis Double Bedroom,25,38,94,barcelona,197152,100
Apartamento de diseño en pleno centro de Madrid,120,8,100,madrid,152465,90
Cuarto privado en Sant Antoni,24,2,100,barcelona,197152,100
Piso Céntrico en Retiro,80,24,94,madrid,152465,90
Acogedor y precioso estudio en Bravo Murillo.,55,23,87,madrid,152465,90
Premium Designer Living with a Stunning Rooftop,80,10,100,barcelona,197152,100
Cosy magic near to Plaza Cataluna,49,32,91,barcelona,197152,100
Palacio Real: Confortable estudio recién renovado,50,9,96,madrid,152465,90
MODERN APARTMENT IN THE CENTER - 2 BEDROOM- INÉS,160,7,80,barcelona,197152,100
"A 3 min de plaza mayor,2/4 personas",65,131,91,madrid,152465,90
Apto128m2/Av. J.Tarradellas: Eixample.HUTB-000932.,90,49,98,barcelona,197152,100
Sant Gervasi Apartment in the City Center for 6,96,7,80,barcelona,197152,100
"Stylish flat, 1 Bed Near La Sagrada Familia",85,6,100,barcelona,197152,100
"Eixample, Valeri 1",150,48,87,barcelona,197152,100
ROOM IN VIBRANT SAN ANTONI NEIGHBORHOOD,45,65,95,barcelona,197152,100
Rinconcito Acogedor  Valderzarza,60,16,95,madrid,152465,90
Apto. a 6 paradas de Sol para parejas +2,39,18,90,madrid,152465,90
Sofa bed in the living room,100,18,85,madrid,152465,90
"Great 4 room apartment, excellent location",99,11,85,madrid,152465,90
BEAUTIFUL ROOM IN THE CITY CENTRE,50,5,84,barcelona,197152,100
A solo 50 mts de la SAGRADA FAMILIA,85,103,89,barcelona,197152,100
"Premium LOFT CENTER HISTORIC VALENCIA , WIFI",40,20,91,valencia,196697,45
Habitación doble muy luminosa en La Latina.,45,38,98,madrid,152465,90
2755 - AB Centric Sant Antoni - Luxurious 3-Bedroom Apartment With Dazzling /View in the Heart of Barcelona,420,16,86,barcelona,197152,100
Luminoso apartamento en el corazón de La (Website hidden by Airbnb),70,7,100,madrid,152465,90
Duplex 2 Bedroom Apartment - Chueca,115,13,89,madrid,152465,90
Artistic space next to PALACIO REAL,80,11,78,madrid,152465,90
UD Penthouse Vintage Suite with Terrace 5.4,126,77,90,barcelona,197152,100
Downtown Madrid Room.,25,35,81,madrid,152465,90
Quiet flat in downtown Barcelona,110,5,96,barcelona,197152,100
Beautiful Comfy Flat Valencia St A,125,17,86,barcelona,197152,100
CLASSBEDROOM PORT RAMBLAS 4,150,50,96,barcelona,197152,100
Habitación confortable,30,3,93,barcelona,197152,100
Central close to Old Town WIFI/Netflix/Amazon,70,33,92,valencia,196697,45
Luminoso y colorido piso La Latina,20,2,80,madrid,152465,90
Luminoso junto a la playa,107,25,95,barcelona,197152,100
Dos balcones luminosos,60,38,95,madrid,152465,90
Habitación cómoda exterior en Nou Barris,30,2,90,barcelona,197152,100
"En Madrid, bien comunicado, barrio seguro.",19,1,60,madrid,152465,90
Private bathroom in a charming and big room.,50,7,97,barcelona,197152,100
Nice 3BD Attic apartment with Terrace,65,5,96,barcelona,197152,100
Studio & Terrace - Barrio Salamanca,70,32,87,madrid,152465,90
The Urban Suites - Bright apartment with balcony,265,1,100,barcelona,197152,100
Habitacion 3 Céntrica Luminosa,31,240,92,madrid,152465,90
Económico y muy Céntrico,16,111,91,barcelona,197152,100
117. Futbol B11 Apartment,242,4,70,barcelona,197152,100
Alojamiento en pleno centro de Valencia con WI-FI,150,34,97,valencia,196697,45
Room with private bathroom close to Las Ramblas.,60,62,94,barcelona,197152,100
"Studio in Lavapies , Madrid",65,24,93,madrid,152465,90
Luxury apartment in Gran Via,220,12,96,madrid,152465,90
Habitación tranquila en ático,40,7,89,barcelona,197152,100
Nice and private room in a great location,85,10,100,barcelona,197152,100
Tamara’s sweet home,33,24,94,barcelona,197152,100
Plaza Redonda XIII,115,9,93,valencia,196697,45
"Arty central location Born, private balcony",50,29,97,barcelona,197152,100
Habitacion soleada junto a Atocha,25,4,100,madrid,152465,90
Cozy Apartment City Arts & Sciences+Wifi,60,121,97,valencia,196697,45
Comfortable room in the heart of Barcelona,37,10,96,barcelona,197152,100
WHITE Room,25,88,82,barcelona,197152,100
Nice Apt. 2min from Sagrada Familia,60,115,91,barcelona,197152,100
Great double room in the attic in the Eixample,65,4,80,barcelona,197152,100
Comfortable apartment in Madrid center,65,9,100,madrid,152465,90
Luxury room in san Antoni,70,2,90,barcelona,197152,100
Huge and greatly located room!,60,11,96,barcelona,197152,100
Glorious sunny penthouse with pool near the beach,96,10,100,barcelona,197152,100
Sant antonio,27,5,80,barcelona,197152,100
DUPLEX AT MADRID CENTER WITH POOL,60,25,93,madrid,152465,90
Studio apartment Chamartin station,60,50,92,madrid,152465,90
Double bed and breakfast - Cama doble con desayuno,25,1,100,madrid,152465,90
Attic appartment Paseo de Gracia,90,12,87,barcelona,197152,100
RAMBLAS APARTMENT ONE BEDROOM,99,11,87,barcelona,197152,100
Madrid Apartment Esparteros,90,38,93,madrid,152465,90
DOUBLE ROOM/PRIVATE BATHROOM IN CENTRIC ROOF TOP,42,12,98,madrid,152465,90
"DÚPLEX CENTRO-LA LATINA CON TERRAZA, PARKING, 5PAX",114,59,96,madrid,152465,90
A place you never imagined :),100,47,97,madrid,152465,90
41-Apartamento Sagrada Familia (NY),52,1,80,barcelona,197152,100
Precioso ático en el centro de Madrid,80,12,93,madrid,152465,90
Habitacion individual al lado de plaza espana,22,9,93,barcelona,197152,100
HABITACIÓN CON LLAVE Y BAÑO,18,1,100,madrid,152465,90
Sunny room in the heart of born,45,50,98,barcelona,197152,100
"(P2) Cozy flat,  LA PEDRERA Gaudí",60,117,84,barcelona,197152,100
Spacious Rooms in the center of Madrid,222,5,95,madrid,152465,90
Espectacular habitación con tatami VL 2,31,83,88,barcelona,197152,100
Modern and bright property with terrace,190,12,97,madrid,152465,90
Habitación amplia/balcón exterior,32,9,82,madrid,152465,90
Have a Great Stay!,20,12,87,madrid,152465,90
Cozy Attic next to Sagrada Familia,96,460,98,barcelona,197152,100
